postcode,point_coordinates,street,city,state,lat,long
1000,POINT(6.4312 100.2056),Alor Redeh,Kangar,Perlis,6.4312,100.2056
10000,POINT(5.4166 100.3305),Bangunan Komtar,Pulau Pinang,Penang,5.4166,100.3305
10050,POINT(5.4195 100.3278),Jalan Argyll,Pulau Pinang,Penang,5.4195,100.3278
1007,POINT(6.4455 100.2002),Kangar - Peti surat,Kangar,Perlis,6.4455,100.2002
1009,POINT(6.4455 100.2002),Kangar - Beg berkunci,Kangar,Perlis,6.4455,100.2002
10100,POINT(5.4166 100.3326),Halaman Khoo Cheow Teong,Pulau Pinang,Penang,5.4166,100.3326
10150,POINT(5.4067 100.3259),Flat Baharol Alam,Pulau Pinang,Penang,5.4067,100.3259
10200,POINT(5.4208 100.3361),Bangunan Bank Negara Biro Bantuan Guaman,Pulau Pinang,Penang,5.4208,100.3361
10250,POINT(5.4265 100.3205),Acardia Apartment,Pulau Pinang,Penang,5.4265,100.3205
10300,POINT(5.4111 100.3334),Adorna Gold,Pulau Pinang,Penang,5.4111,100.3334
10350,POINT(5.4309 100.3138),Halaman Burma,Pulau Pinang,Penang,5.4309,100.3138
10400,POINT(5.4172 100.3233),Halaman Ariffin,Pulau Pinang,Penang,5.4172,100.3233
10450,POINT(5.4182 100.3068),Halaman Macalister,Pulau Pinang,Penang,5.4182,100.3068
10460,POINT(5.4119 100.3142),Jalan Abdullah Munshi,Pulau Pinang,Penang,5.4119,100.3142
10470,POINT(5.4289 100.3104),Changkat Halia Satu,Pulau Pinang,Penang,5.4289,100.3104
10500,POINT(5.4179 100.3296),TYT Yang Di Pertua Negeri Pulau Pinang,Pulau Pinang,Penang,5.4179,100.3296
10502,POINT(5.4179 100.3296),YAB Ketua Menteri Pulau Pinang,Pulau Pinang,Penang,5.4179,100.3296
10503,POINT(5.4179 100.3296),Setiasusaha Kerajaan Negeri,Pulau Pinang,Penang,5.4179,100.3296
10504,POINT(5.4179 100.3296),Biro Bantuan Guaman,Pulau Pinang,Penang,5.4179,100.3296
10505,POINT(5.4179 100.3296),Biro Pengaduan Awam,Pulau Pinang,Penang,5.4179,100.3296
10506,POINT(5.4179 100.3296),Mahkamah Tinggi,Pulau Pinang,Penang,5.4179,100.3296
10508,POINT(5.4179 100.3296),Amanah Raya Berhad,Pulau Pinang,Penang,5.4179,100.3296
10512,POINT(5.4179 100.3296),Penasihat Undang-Undang Negeri,Pulau Pinang,Penang,5.4179,100.3296
10514,POINT(5.4179 100.3296),Jabatan Perangkaan,Pulau Pinang,Penang,5.4179,100.3296
10516,POINT(5.4179 100.3296),Jabatan Pemegang Harta,Pulau Pinang,Penang,5.4179,100.3296
10518,POINT(5.4179 100.3296),Jabatan Audit Negeri,Pulau Pinang,Penang,5.4179,100.3296
10524,POINT(5.4179 100.3296),Setiausaha Keselamatan Negeri,Pulau Pinang,Penang,5.4179,100.3296
10534,POINT(5.4179 100.3296),Jabatan Kilang & Jentera,Pulau Pinang,Penang,5.4179,100.3296
10538,POINT(5.4179 100.3296),Jabatan Keselamatan Sosial (Perkeso),Pulau Pinang,Penang,5.4179,100.3296
10540,POINT(5.4179 100.3296),Jabatan Tenaga Rakyat,Pulau Pinang,Penang,5.4179,100.3296
10542,POINT(5.4179 100.3296),Pendaftar Kesatuan Sekerja,Pulau Pinang,Penang,5.4179,100.3296
10546,POINT(5.4179 100.3296),Pejabat Rela Negeri,Pulau Pinang,Penang,5.4179,100.3296
10550,POINT(5.3986 100.4077),Jabatan Imigresen,Pulau Pinang,Penang,5.3986,100.4077
10551,POINT(5.4179 100.3296),Jabatan Pendaftaran Negara,Pulau Pinang,Penang,5.4179,100.3296
10552,POINT(5.4179 100.3296),Jabatan Pendaftar Pertubuhan,Pulau Pinang,Penang,5.4179,100.3296
10558,POINT(5.4179 100.3296),Jabatan Penjara,Pulau Pinang,Penang,5.4179,100.3296
10560,POINT(5.4179 100.3296),Ketua Polis Negeri,Pulau Pinang,Penang,5.4179,100.3296
10564,POINT(5.4179 100.3296),Jabatan Kebajikan Masyarakat,Pulau Pinang,Penang,5.4179,100.3296
10566,POINT(5.4179 100.3296),Muzium & Balai Seni Lukis,Pulau Pinang,Penang,5.4179,100.3296
10570,POINT(5.4179 100.3296),Jabatan Belia & Sukan,Pulau Pinang,Penang,5.4179,100.3296
10576,POINT(5.4179 100.3296),Jabatan Tanah & Galian,Pulau Pinang,Penang,5.4179,100.3296
10578,POINT(5.4179 100.3296),Jabatan Ukur & Pemetaan,Pulau Pinang,Penang,5.4179,100.3296
10582,POINT(5.4614 100.2192),Jabatan Kerja Raya,Pulau Pinang,Penang,5.4614,100.2192
10590,POINT(5.4179 100.3296),Jabatan Kesihatan,Pulau Pinang,Penang,5.4179,100.3296
10592,POINT(5.4179 100.3296),Jabatan Penilaian Harta,Pulau Pinang,Penang,5.4179,100.3296
10593,POINT(5.4179 100.3296),Jabatan Penilaian Harta,Pulau Pinang,Penang,5.4179,100.3296
10594,POINT(5.4179 100.3296),Akauntan Negeri,Pulau Pinang,Penang,5.4179,100.3296
10596,POINT(5.4179 100.3296),Jabatan Kastam & Eksais Di Raja,Pulau Pinang,Penang,5.4179,100.3296
10600,POINT(5.3677 100.4346),Lembaga Hasil Dalam Negeri,Pulau Pinang,Penang,5.3677,100.4346
10604,POINT(5.4179 100.3296),Jabatan Pendidikan,Pulau Pinang,Penang,5.4179,100.3296
10609,POINT(5.4179 100.3296),Pejabat Mara Negeri,Pulau Pinang,Penang,5.4179,100.3296
10610,POINT(5.4179 100.3296),Bahagian Pelesenan - Kementerian Penerangan,Pulau Pinang,Penang,5.4179,100.3296
10612,POINT(5.4179 100.3296),Jabatan Penerangan,Pulau Pinang,Penang,5.4179,100.3296
10620,POINT(5.3518 100.3042),Jabatan Pengangkutan Jalan,Pulau Pinang,Penang,5.3518,100.3042
10622,POINT(5.4179 100.3296),Jabatan Pendaftar Perniagaan,Pulau Pinang,Penang,5.4179,100.3296
10626,POINT(5.4179 100.3296),Jabatan Pengairan & Saliran,Pulau Pinang,Penang,5.4179,100.3296
10628,POINT(5.4179 100.3296),Jabatan Perikanan,Pulau Pinang,Penang,5.4179,100.3296
10634,POINT(5.4179 100.3296),Markas II Divisyen,Pulau Pinang,Penang,5.4179,100.3296
10646,POINT(5.4179 100.3296),Jabatan Perancang Bandar & Desa,Pulau Pinang,Penang,5.4179,100.3296
10648,POINT(5.4179 100.3296),Jabatan Bomba & Penyelamat,Pulau Pinang,Penang,5.4179,100.3296
10660,POINT(5.4179 100.3296),Jabatan Perhutanan,Pulau Pinang,Penang,5.4179,100.3296
10661,POINT(5.4179 100.3296),Padi & Beras Nasional (Bernas),Pulau Pinang,Penang,5.4179,100.3296
10662,POINT(5.4179 100.3296),Jabatan Kimia,Pulau Pinang,Penang,5.4179,100.3296
10670,POINT(5.4179 100.3296),Pos Malaysia Berhad,Pulau Pinang,Penang,5.4179,100.3296
10672,POINT(5.3959 100.3155),Telekom Malaysia Berhad,Pulau Pinang,Penang,5.3959,100.3155
10673,POINT(5.3924 100.3977),Tenaga Nasional Berhad,Pulau Pinang,Penang,5.3924,100.3977
10674,POINT(5.4179 100.3296),Pegawai Kemajuan Negeri,Pulau Pinang,Penang,5.4179,100.3296
10676,POINT(5.4186 100.3438),Jabatan Agama Islam Pulau Pinang,Pulau Pinang,Penang,5.4186,100.3438
10690,POINT(5.4179 100.3296),Suruhanjaya Pilihanraya Negeri,Pulau Pinang,Penang,5.4179,100.3296
10710,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 1 - 80,Pulau Pinang,Penang,5.4179,100.3296
10720,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 81 - 160,Pulau Pinang,Penang,5.4179,100.3296
10730,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 161 - 240,Pulau Pinang,Penang,5.4179,100.3296
10740,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 241 - 320,Pulau Pinang,Penang,5.4179,100.3296
10750,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 1137 & ke atas,Pulau Pinang,Penang,5.4179,100.3296
10760,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 369 - 437,Pulau Pinang,Penang,5.4179,100.3296
10770,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 439 - 528,Pulau Pinang,Penang,5.4179,100.3296
10780,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 529 - 608,Pulau Pinang,Penang,5.4179,100.3296
10790,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 661 - 688,Pulau Pinang,Penang,5.4179,100.3296
10800,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 689 - 768,Pulau Pinang,Penang,5.4179,100.3296
10810,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 769 - 848,Pulau Pinang,Penang,5.4179,100.3296
10820,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 849 - 928,Pulau Pinang,Penang,5.4179,100.3296
10830,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 929 - 1008,Pulau Pinang,Penang,5.4179,100.3296
10840,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 1009 - 1056,Pulau Pinang,Penang,5.4179,100.3296
10850,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 1066 - 1136,Pulau Pinang,Penang,5.4179,100.3296
10910,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 438,Pulau Pinang,Penang,5.4179,100.3296
10920,POINT(5.4179 100.3296),Pulau Pinang - Peti surat 1065,Pulau Pinang,Penang,5.4179,100.3296
10990,POINT(5.4179 100.3296),Pulau Pinang - Beg berkunci,Pulau Pinang,Penang,5.4179,100.3296
11000,POINT(5.352 100.2824),Ayer Puteh,Balik Pulau,Penang,5.352,100.2824
11010,POINT(5.3581 100.2725),Bandar Baru Air Puteh,Balik Pulau,Penang,5.3581,100.2725
11020,POINT(5.3662 100.238),Bagan Pulau Betong,Balik Pulau,Penang,5.3662,100.238
11050,POINT(5.4164 100.2884),Aseania Court,Pulau Pinang,Penang,5.4164,100.2884
11060,POINT(5.4019 100.3036),Akva Marine,Pulau Pinang,Penang,5.4019,100.3036
11100,POINT(5.4452 100.2911),Batu Feringghi,Batu Ferringhi,Penang,5.4452,100.2911
11200,POINT(5.4515 100.2943),Casa Lagenda Mutiara,Tanjong Bungah,Penang,5.4515,100.2943
11300,POINT(5.418 100.2775),Bukit Bendera,Penang Hill,Penang,5.418,100.2775
11400,POINT(5.4083 100.3086),Boundry Court,Pulau Pinang,Penang,5.4083,100.3086
11409,POINT(5.4179 100.3296),Padang Tembak - Beg berkunci,Pulau Pinang,Penang,5.4179,100.3296
11500,POINT(5.3681 100.305),Ayer Itam,Ayer Itam,Penang,5.3681,100.305
11600,POINT(5.3956 100.3111),Batu Hijau,Jelutong,Penang,5.3956,100.3111
11609,POINT(5.4075 100.3206),Jelutong - Beg berkunci,Jelutong,Penang,5.4075,100.3206
11700,POINT(5.3653 100.3067),Batu Uban,Gelugor,Penang,5.3653,100.3067
11800,POINT(5.3572 100.3055),Universiti Sains Malaysia,USM Pulau Pinang,Penang,5.3572,100.3055
11900,POINT(5.355 100.2709),Akasia,Bayan Lepas,Penang,5.355,100.2709
11910,POINT(5.3163 100.281),Gertak Sanggul,Bayan Lepas,Penang,5.3163,100.281
11920,POINT(5.3185 100.2691),Bagan Pasir Belanda,Bayan Lepas,Penang,5.3185,100.2691
11950,POINT(5.3271 100.2851),Astaka Bukit Gedong,Bayan Lepas,Penang,5.3271,100.2851
11960,POINT(5.258 100.2923),Batu Maung,Batu Maung,Penang,5.258,100.2923
12000,POINT(5.4093 100.3649),Halaman Selat,Butterworth,Penang,5.4093,100.3649
12100,POINT(5.4126 100.3748),Butterworth,Butterworth,Penang,5.4126,100.3748
12200,POINT(5.4211 100.3762),Bagan Tuan Kechil,Butterworth,Penang,5.4211,100.3762
12300,POINT(5.4068 100.3848),Bagan Jermal,Butterworth,Penang,5.4068,100.3848
12700,POINT(5.4283 100.387),Butterworth - Peti surat (1 - 80),Butterworth,Penang,5.4283,100.387
12710,POINT(5.4283 100.387),Butterworth - Peti surat (81 - 160),Butterworth,Penang,5.4283,100.387
12720,POINT(5.4283 100.387),Butterworth - Peti surat (161 & ke atas),Butterworth,Penang,5.4283,100.387
12990,POINT(5.4283 100.387),Butterworth - Beg berkunci,Butterworth,Penang,5.4283,100.387
13000,POINT(5.4219 100.3888),Bagan Ajam,Butterworth,Penang,5.4219,100.3888
13009,POINT(5.4283 100.387),Bagan Ajam - Beg berkunci,Butterworth,Penang,5.4283,100.387
13020,POINT(5.3398 100.4388),Jalan Bidara,Butterworth,Penang,5.3398,100.4388
13050,POINT(5.4161 100.4047),Bagan Lebai Tahir,Butterworth,Penang,5.4161,100.4047
13100,POINT(5.4632 100.4027),Guar Tuan Syed,Penaga,Penang,5.4632,100.4027
13110,POINT(5.4852 100.3937),Bakar Kapur,Penaga,Penang,5.4852,100.3937
13200,POINT(5.4457 100.4566),Bertam Jaya,Kepala Batas,Penang,5.4457,100.4566
13210,POINT(5.5048 100.4282),Bukit Sementul,Kepala Batas,Penang,5.5048,100.4282
13220,POINT(5.4636 100.4213),Jalan Perak,Kepala Batas,Penang,5.4636,100.4213
13300,POINT(5.2632 100.4846),Air Hitam Dalam,Tasek Gelugor,Penang,5.2632,100.4846
13310,POINT(5.4558 100.4549),Bukit Tok Alang,Tasek Gelugor,Penang,5.4558,100.4549
13400,POINT(5.402 100.394),Acku Industrial,Butterworth,Penang,5.402,100.394
13409,POINT(5.4283 100.387),Mak Mandin - Beg berkunci,Butterworth,Penang,5.4283,100.387
13500,POINT(5.3934 100.4107),Bukit Jelutong,Permatang Pauh,Penang,5.3934,100.4107
13600,POINT(5.3769 100.3848),Bandar Perai Jaya,Perai,Penang,5.3769,100.3848
13700,POINT(5.3834 100.393),Bandar Perai Jaya,Perai,Penang,5.3834,100.393
13800,POINT(5.3723 100.4418),Gelang Bubu,Butterworth,Penang,5.3723,100.4418
14000,POINT(5.3344 100.4673),Alma,Bukit Mertajam,Penang,5.3344,100.4673
14007,POINT(5.3538 100.4744),Bukit Mertajam - Peti surat,Bukit Mertajam,Penang,5.3538,100.4744
14009,POINT(5.3538 100.4744),Bukit Mertajam - Beg berkunci,Bukit Mertajam,Penang,5.3538,100.4744
14020,POINT(5.3465 100.4708),Bukit Minyak,Bukit Mertajam,Penang,5.3465,100.4708
14100,POINT(5.2875 100.4709),Asas Jaya,Simpang Ampat,Penang,5.2875,100.4709
14101,POINT(5.3599 100.3102),Lorong Tambun Permai 2,Simpang Ampat,Penang,5.3599,100.3102
14110,POINT(5.3299 100.3927),Bandar Cassia,Simpang Ampat,Penang,5.3299,100.3927
14120,POINT(5.3037 100.4439),Balik Bukit,Simpang Ampat,Penang,5.3037,100.4439
14200,POINT(5.3226 100.439),Badak Mati,Sungai Jawi,Penang,5.3226,100.439
14290,POINT(5.6564 100.5422),Jalan Klinik Relau,Bandar Bahru,Kedah,5.6564,100.5422
14300,POINT(5.2141 100.4518),Ampang Jajar,Nibong Tebal,Penang,5.2141,100.4518
14310,POINT(5.2136 100.448),Ban Sungai Acheh,Nibong Tebal,Penang,5.2136,100.448
14320,POINT(5.1894 100.4501),Ban Sungai Bakau,Nibong Tebal,Penang,5.1894,100.4501
14390,POINT(5.5104 100.5394),Kampung Balai Lama Sungai Kecil,Bandar Bahru,Kedah,5.5104,100.5394
14400,POINT(5.4088 100.4837),Ara Kuda,Kubang Semang,Penang,5.4088,100.4837
1500,POINT(6.4455 100.2002),DYMM Tuanku Raja Perlis,Kangar,Perlis,6.4455,100.2002
15000,POINT(6.1253 102.2461),Apartment Pelangi Mall Jalan Post Office Lama,Kota Bharu,Kelantan,6.1253,102.2461
1502,POINT(6.4455 100.2002),YAB Menteri Besar Perlis,Kangar,Perlis,6.4455,100.2002
1503,POINT(6.4455 100.2002),Setiausaha Kerajaan Negeri,Kangar,Perlis,6.4455,100.2002
1504,POINT(6.4455 100.2002),Biro Bantuan Guaman,Kangar,Perlis,6.4455,100.2002
1505,POINT(6.4455 100.2002),Biro Pengaduan Awam,Kangar,Perlis,6.4455,100.2002
15050,POINT(6.1212 102.2459),Arkid Beli Belah Jalan Hamzah,Kota Bharu,Kelantan,6.1212,102.2459
1506,POINT(6.4455 100.2002),Mahkamah Sesyen,Kangar,Perlis,6.4455,100.2002
1508,POINT(6.4455 100.2002),Amanah Raya Berhad,Kangar,Perlis,6.4455,100.2002
15100,POINT(6.0706 102.2458),Batu 8 - Batu 10 3/4 Jalan Pasir Mas Salor,Kota Bharu,Kelantan,6.0706,102.2458
1512,POINT(6.4455 100.2002),Penasihat Undang-Undang Negeri,Kangar,Perlis,6.4455,100.2002
1514,POINT(6.4455 100.2002),Jabatan Perangkaan,Kangar,Perlis,6.4455,100.2002
15150,POINT(6.1187 102.2508),Bangunan Teong Hoe,Kota Bharu,Kelantan,6.1187,102.2508
15159,POINT(6.122 102.2523),Kubang Kerian - Beg Berkunci,Kota Bharu,Kelantan,6.122,102.2523
1516,POINT(6.4455 100.2002),Jabatan Pemegang Harta,Kangar,Perlis,6.4455,100.2002
1517,POINT(6.4455 100.2002),Jabatan Perpaduan Negara,Kangar,Perlis,6.4455,100.2002
1518,POINT(6.4455 100.2002),Jabatan Audit Negeri,Kangar,Perlis,6.4455,100.2002
15200,POINT(6.105 102.251),Bangunan Ismail Yaakub,Kota Bharu,Kelantan,6.105,102.251
1524,POINT(6.4455 100.2002),Setiausaha Keselamatan Negeri,Kangar,Perlis,6.4455,100.2002
1529,POINT(6.4455 100.2002),Unit Penyelidikan Sosio Ekonomi,Kangar,Perlis,6.4455,100.2002
15300,POINT(6.1159 102.2452),Bangunan Dppm,Kota Bharu,Kelantan,6.1159,102.2452
1532,POINT(6.4455 100.2002),Jabatan Sumber Manusia,Kangar,Perlis,6.4455,100.2002
15350,POINT(6.1118 102.249),Banggol,Kota Bharu,Kelantan,6.1118,102.249
1538,POINT(6.4455 100.2002),Jabatan Keselamatan Sosial (Perkeso),Kangar,Perlis,6.4455,100.2002
1540,POINT(6.4455 100.2002),Jabatan Tenaga Rakyat,Kangar,Perlis,6.4455,100.2002
15400,POINT(6.1185 102.2489),Batu 1 1/2 & Batu 1 1/4 Jalan Pengkalan Chepa,Kota Bharu,Kelantan,6.1185,102.2489
1546,POINT(6.4199 100.1698),Pejabat Rela Negeri,Kangar,Perlis,6.4199,100.1698
1550,POINT(6.3979 100.1325),Jabatan Imigresen,Kangar,Perlis,6.3979,100.1325
15500,POINT(6.122 102.2523),Dymm Sultan Kelantan,Kota Bharu,Kelantan,6.122,102.2523
15502,POINT(6.122 102.2523),Penyelia Wisma Persekutuan,Kota Bharu,Kelantan,6.122,102.2523
15503,POINT(6.122 102.2523),Majlis Keselamatan Negeri,Kota Bharu,Kelantan,6.122,102.2523
15504,POINT(6.122 102.2523),Biro Bantuan Guaman,Kota Bharu,Kelantan,6.122,102.2523
15505,POINT(6.122 102.2523),Biro Pengaduan Awam,Kota Bharu,Kelantan,6.122,102.2523
15506,POINT(6.122 102.2523),Mahkamah Tinggi,Kota Bharu,Kelantan,6.122,102.2523
15508,POINT(6.122 102.2523),Amanah Raya Berhad,Kota Bharu,Kelantan,6.122,102.2523
1551,POINT(6.4455 100.2002),Jabatan Pendaftaran Negara,Kangar,Perlis,6.4455,100.2002
15512,POINT(6.122 102.2523),Penasihat Undang-Undang Negeri,Kota Bharu,Kelantan,6.122,102.2523
15514,POINT(6.122 102.2523),Jabatan Perangkaan,Kota Bharu,Kelantan,6.122,102.2523
15516,POINT(6.122 102.2523),Jabatan Pemegang Harta,Kota Bharu,Kelantan,6.122,102.2523
15517,POINT(6.122 102.2523),Jabatan Perpaduan Negara,Kota Bharu,Kelantan,6.122,102.2523
15518,POINT(6.122 102.2523),Ketua Audit Negeri,Kota Bharu,Kelantan,6.122,102.2523
15519,POINT(5.8081 102.1509),Majlis Agama Islam Kelantan,Kota Bharu,Kelantan,5.8081,102.1509
15520,POINT(6.122 102.2523),Suruhanjaya Perkhidmatan Awam,Kota Bharu,Kelantan,6.122,102.2523
15524,POINT(6.122 102.2523),Pegawai Keselamatan Kerajaan,Kota Bharu,Kelantan,6.122,102.2523
15529,POINT(6.122 102.2523),Unit Penyelidikan Sosio Ekonomi,Kota Bharu,Kelantan,6.122,102.2523
15532,POINT(6.122 102.2523),Jabatan Sumber Manusia,Kota Bharu,Kelantan,6.122,102.2523
15534,POINT(6.122 102.2523),Jabatan Kilang & Jentera,Kota Bharu,Kelantan,6.122,102.2523
15536,POINT(6.122 102.2523),Jabatan Perhubungan Perusahaan,Kota Bharu,Kelantan,6.122,102.2523
15538,POINT(6.122 102.2523),Jabatan Keselamatan Sosial (Perkeso),Kota Bharu,Kelantan,6.122,102.2523
15540,POINT(6.122 102.2523),Jabatan Tenaga Rakyat,Kota Bharu,Kelantan,6.122,102.2523
15546,POINT(6.122 102.2523),Pegawai Pemadam Negeri,Kota Bharu,Kelantan,6.122,102.2523
15548,POINT(6.122 102.2523),Jabatan Hal Ehwal Orang Asli,Kota Bharu,Kelantan,6.122,102.2523
15550,POINT(6.122 102.2523),Jabatan Imigresen,Kota Bharu,Kelantan,6.122,102.2523
15551,POINT(5.8092 102.1515),Jabatan Pendaftaran Negara,Kota Bharu,Kelantan,5.8092,102.1515
15556,POINT(6.122 102.2523),Jabatan Pertahanan Awam,Kota Bharu,Kelantan,6.122,102.2523
15558,POINT(6.122 102.2523),Jabatan Penjara,Kota Bharu,Kelantan,6.122,102.2523
1556,POINT(6.4455 100.2002),Jabatan Pertahanan Awam,Kangar,Perlis,6.4455,100.2002
15560,POINT(6.122 102.2523),Ketua Polis Negeri,Kota Bharu,Kelantan,6.122,102.2523
15564,POINT(6.1093 102.2382),Jabatan Kebajikan Masyarakat,Kota Bharu,Kelantan,6.1093,102.2382
15570,POINT(6.122 102.2523),Jabatan Belia & Sukan,Kota Bharu,Kelantan,6.122,102.2523
15572,POINT(6.122 102.2523),Perbadanan Perpustaka Awam,Kota Bharu,Kelantan,6.122,102.2523
15576,POINT(6.122 102.2523),Jabatan Tanah & Galian,Kota Bharu,Kelantan,6.122,102.2523
15578,POINT(6.122 102.2523),Jabatan Ukur & Pemetaan,Kota Bharu,Kelantan,6.122,102.2523
15582,POINT(6.122 102.2523),Jabatan Kerja Raya,Kota Bharu,Kelantan,6.122,102.2523
15586,POINT(6.1237 102.2468),Hospital Kota Bharu,Kota Bharu,Kelantan,6.1237,102.2468
15590,POINT(6.122 102.2523),Jabatan Kesihatan,Kota Bharu,Kelantan,6.122,102.2523
15592,POINT(6.122 102.2523),Jabatan Penilaian Harta,Kota Bharu,Kelantan,6.122,102.2523
15594,POINT(6.122 102.2523),Akauntan Negeri,Kota Bharu,Kelantan,6.122,102.2523
15596,POINT(6.122 102.2523),Jabatan Kastam & Eksais Di Raja,Kota Bharu,Kelantan,6.122,102.2523
1560,POINT(6.4455 100.2002),Ketua Polis Negeri,Kangar,Perlis,6.4455,100.2002
15600,POINT(6.1303 102.2369),Lembaga Hasil Dalam Negeri,Kota Bharu,Kelantan,6.1303,102.2369
15604,POINT(6.122 102.2523),Jabatan Pendidikan,Kota Bharu,Kelantan,6.122,102.2523
15608,POINT(5.9453 102.2339),Jabatan Pembangunan Koperasi,Kota Bharu,Kelantan,5.9453,102.2339
15609,POINT(6.122 102.2523),Pejabat Mara Negeri,Kota Bharu,Kelantan,6.122,102.2523
15612,POINT(5.826 102.225),Bahagian Pelesenan - Kementerian Penerangan,Kota Bharu,Kelantan,5.826,102.225
15614,POINT(6.122 102.2523),Jabatan Penyiaran,Kota Bharu,Kelantan,6.122,102.2523
15616,POINT(6.1152 102.2414),Jabatan Pengangkutan Jalan,Kota Bharu,Kelantan,6.1152,102.2414
15622,POINT(6.122 102.2523),Jabatan Pendaftar Perniagaan,Kota Bharu,Kelantan,6.122,102.2523
15623,POINT(6.122 102.2523),Penguatkuasa Kementerian Perdagangan Dalam Negeri,Kota Bharu,Kelantan,6.122,102.2523
15626,POINT(6.122 102.2523),Jabatan Pengairan & Saliran,Kota Bharu,Kelantan,6.122,102.2523
15628,POINT(6.119 102.3573),Jabatan Perikanan,Kota Bharu,Kelantan,6.119,102.3573
15630,POINT(6.1996 102.1696),Jabatan Haiwan,Kota Bharu,Kelantan,6.1996,102.1696
15632,POINT(6.1012 102.2653),Jabatan Pertanian,Kota Bharu,Kelantan,6.1012,102.2653
15634,POINT(6.122 102.2523),Pejabat Hal Ehwal Bekas Perajurit,Kota Bharu,Kelantan,6.122,102.2523
1564,POINT(6.4455 100.2002),Jabatan Kebajikan Masyarakat,Kangar,Perlis,6.4455,100.2002
15644,POINT(6.122 102.2523),Perumahan Negara Wilayah,Kota Bharu,Kelantan,6.122,102.2523
15646,POINT(6.122 102.2523),Jabatan Perancang Bandar & Desa,Kota Bharu,Kelantan,6.122,102.2523
15648,POINT(6.122 102.2523),Jabatan Bomba & Penyelamat,Kota Bharu,Kelantan,6.122,102.2523
15658,POINT(6.122 102.2523),Jabatan Kajibumi,Kota Bharu,Kelantan,6.122,102.2523
15660,POINT(6.122 102.2523),Jabatan Perhutanan,Kota Bharu,Kelantan,6.122,102.2523
15661,POINT(6.122 102.2523),Padi & Beras Nasional (Bernas),Kota Bharu,Kelantan,6.122,102.2523
15664,POINT(6.122 102.2523),Jabatan Perhilitan,Kota Bharu,Kelantan,6.122,102.2523
15670,POINT(6.122 102.2523),Pos Malaysia Berhad,Kota Bharu,Kelantan,6.122,102.2523
15672,POINT(6.122 102.2523),Telekom Malaysia Berhad,Kota Bharu,Kelantan,6.122,102.2523
15673,POINT(6.1292 102.2387),Tenaga Nasional Berhad,Kota Bharu,Kelantan,6.1292,102.2387
15674,POINT(6.122 102.2523),Pegawai Kemajuan Negeri,Kota Bharu,Kelantan,6.122,102.2523
15676,POINT(6.122 102.2523),Jabatan Agama Islam Kelantan,Kota Bharu,Kelantan,6.122,102.2523
15680,POINT(6.122 102.2523),Dewan Undangan Negeri,Kota Bharu,Kelantan,6.122,102.2523
15690,POINT(6.122 102.2523),Suruhanjaya Pilihanraya Negeri,Kota Bharu,Kelantan,6.122,102.2523
1570,POINT(6.4455 100.2002),Jabatan Belia & Sukan,Kangar,Perlis,6.4455,100.2002
15710,POINT(6.122 102.2523),Kota Bharu - Peti Surat (1 - 80),Kota Bharu,Kelantan,6.122,102.2523
1572,POINT(6.4455 100.2002),Perpustakaan Awam Negeri,Kangar,Perlis,6.4455,100.2002
15720,POINT(6.122 102.2492),Badan Pencegah Rasuah,Kota Bharu,Kelantan,6.122,102.2492
15730,POINT(6.122 102.2523),Kota Bharu - Peti Surat (161 - 240),Kota Bharu,Kelantan,6.122,102.2523
15740,POINT(6.122 102.2523),Kota Bharu - Peti Surat 241 - 320,Kota Bharu,Kelantan,6.122,102.2523
1576,POINT(6.4455 100.2002),Jabatan Tanah & Galian,Kangar,Perlis,6.4455,100.2002
1578,POINT(6.4455 100.2002),Jabatan Ukur & Pemetaan,Kangar,Perlis,6.4455,100.2002
1582,POINT(6.4118 100.2001),Jabatan Kerja Raya,Kangar,Perlis,6.4118,100.2001
1586,POINT(6.4455 100.2002),Hospital Kangar,Kangar,Perlis,6.4455,100.2002
1590,POINT(6.4455 100.2002),Jabatan Kesihatan,Kangar,Perlis,6.4455,100.2002
1592,POINT(6.4455 100.2002),Pegawai Kewangan Negeri,Kangar,Perlis,6.4455,100.2002
1594,POINT(6.4455 100.2002),Akauntan Negeri,Kangar,Perlis,6.4455,100.2002
1596,POINT(6.4455 100.2002),Jabatan Kastam & Eksais Di Raja,Kangar,Perlis,6.4455,100.2002
1598,POINT(6.4455 100.2002),Kumpulan Wang Simpanan Pekerja,Kangar,Perlis,6.4455,100.2002
